漢字,田町読み（新しい詳細読み）　ひらがな・漢字
逼,ひっぱくするのひつ
桧,しょくぶつのひのき，きへんにかいしゃのかい
姫,おひめさまのひめ
媛,えひめけんのひめ
紐,こしひものひも
百,かんすうじのひゃく
謬,ごびゅうのびゅう
俵,どひょうのひょう，たわら
彪,とらにさんづくりのひょう
標,もくひょうのひょう
氷,ひょうがのひょう，こおり
漂,ひょうりゅうするのひょう，ただよう
瓢,ひょうたんのひょう，ひさご
票,とうひょうするのひょう
表,うらおもてのおもて，ひょう
評,ひょうかするのひょう
豹,どうぶつのひょう
廟,れいびょうのびょう
描,えがく，びょうしゃするのびょう
病,びょうきのびょう，やまい
秒,びょうよみのびょう
苗,なえぎのなえ，びょう
錨,いかり，かねへんになえ
鋲,がびょうのびょう
蒜,しょくぶつのひる
蛭,ちをすうどうぶつのひる
鰭,さかなのひれ
品,しなもののしな，ひん
彬,ひん，はやしにさんづくり，あきら
斌,ひん，ぶんぶりょうどうのぶんとぶ
浜,すなはまのはま
瀕,ひんしのじゅうしょうのひん
貧,ひんじゃくのひん，まずしい
賓,らいひんのひん
頻,ひんぱんなのひん
敏,びんかんなのびん
瓶,あきびんのびん
不,ふしぎのふ
付,ふろくのふ，つける
埠,みなとのふとうのふ
夫,おっと，ふさいのふ
婦,ふうふのふ
富,ほうふのふ，とむ
冨,ふじさんのふのいたいじ，わかんむり
布,ぬの，もうふのふ
府,とどうふけんのふ
怖,きょうふのふ，こわい
扶,ふようかぞくのふ
敷,しく，ざしきのしき
斧,どうぐのおの
普,ふきゅうするのふ
浮,ふりょくのふ，うく
父,ふぼのふ，ちち
符,ぎもんふのふ
腐,くさる，ふはいするのふ
膚,ひふのふ，はだ
芙,しょくぶつのふようのふ
譜,ふめんのふ
負,かちまけのまけ，ふ
賦,げっぷばらいのふ
赴,ふにんするのふ，おもむく
阜,ぎふけんのふ，おか
附,こざとへんのついたふぞくのふ
侮,ぶじょくするのぶ，あなどる
撫,あいぶするのぶ，なでる
武,ぶきのぶ
舞,かぶきのぶ，まう
葡,ぶどうしゅのぶ
蕪,やさいのかぶ
部,ぶちょうのぶ
封,ふうとうのふう
楓,しょくぶつのかえで，きへんにかぜ
風,かぜ，たいふうのふう
葺,やねをふくのふく
蕗,しょくぶつのふき
伏,きふくにとむのふく，ふせる
副,ふくかいちょうのふく
復,おうふくのふく
幅,ぞうふくするのふく，はば
服,ようふくのふく
福,ふくびきのふく
腹,はらぺこのはら，ふく
複,ふくざつのふく
覆,ふくめんのふく，おおう
淵,みずがよどんでふかいふち
弗,ふっそのふつ，どる
払,かねをはらうのはらう
沸,ふっとうするのふつ，わく
仏,ぶつぞうのぶつ，ほとけ
物,どうぶつのぶつ，もの
鮒,ふな，さかなへんにつける
分,はんぶんのぶん，わける
吻,せっぷんするのふん
噴,ふんかするのふん，ふく
墳,こふんのふん
憤,ふんがいするのふん，いきどおる
扮,ふんそうをこらすのふん
焚,ふんしょこうじゅのふん，たきびのたき
奮,こうふんのふん，ふるう
粉,ふんまつのふん，こな
糞,ふんにょうのふん，くそ
紛,ふんしつするのふん，まぎれる
雰,ふんいきのふん
文,さくぶんのぶん
聞,しんぶんのぶん，きこえる
丙,こうおつへいのへい
併,へいようするのへい，あわせる
兵,へいたいのへい
塀,へい，いたべいのへい
幣,ぞうへいきょくのへい
平,へいわのへい，たいら
弊,へいがいのへい
柄,ひとがらのがら
並,なみきのなみ，ならぶ
蔽,しゃへいするのへい
閉,へいてんのへい，とじる
陛,へいかのへい
米,こめ，しんまいのまい
頁,ぺーじ
僻,へきちのへき
壁,へきがのへき，かべ
癖,あくへきのへき，くせ
碧,へきがんのへき
別,とくべつのべつ，わかれる
瞥,いちべつするのべつ
蔑,けいべつするのべつ，さげすむ
箆,へら
偏,へんせいふうのへん，かたよる
変,へんかのへん，かえる
片,かたおもいのかた，へん
篇,たけかんむりのへんしゅうするのへん
編,へんしゅうするのへん，あむ
辺,しゅうへんのへん，あたり
返,へんじのへん，かえす
遍,ふへんてきなのへん
便,ゆうびんのびん，たより
勉,べんきょうのべん
娩,ぶんべんするのべん
弁,べんとうのべん
鞭,きょうべんをとるのべん，むち
保,ほけんしつのほ，たもつ
舗,ほそうするのほ
鋪,かねへんのほ
圃,はたけのいみのほじょうのほ
捕,たいほするのほ，とらえる
歩,あるく，ほどうのほ
甫,しじんのとほのほ
補,ほじょのほ，おぎなう
輔,くるまへんのほさのほ
穂,いなほのほ
募,ぼしゅうするのぼ，つのる
墓,ぼちのぼ，はか
慕,ぼじょうのぼ，したう
戊,ぼしんせんそうのぼ
暮,おせいぼのぼ，くらす
母,ふぼのぼ，はは
簿,めいぼのぼ
菩,ぼだいじゅのぼ
倣,もほうするのほう，ならう
俸,ほうきゅうのほう
包,ほうたいのほう，つつむ
呆,あきれる，ぼうぜんとするのぼう
報,ほうどうのほう
奉,ほうしかつどうのほう，たてまつる
宝,ほうせきのほう，たから
峰,さいこうほうのほう，みね
峯,やまかんむりのみね，ほう
崩,ほうかいするのほう，くずれる
庖,まだれのほうちょうのほう
抱,ほうふをかたるのほう，だく
捧,ささげる，ほう
放,ほうそうきょくのほう，はなつ
方,おやかたのかた，ほうがくのほう
朋,ほうゆうのほう，とも
法,ほうりつのほう
泡,あわ，すいほうのほう
烹,かっぽうぎのほう
砲,ほうがんなげのほう
縫,さいほうするのほう，ぬう
胞,さいぼうのぼう
芳,かんばしい，ほうこうざいのほう
萌,ほうがのほう，もえる
蓬,ほうらいさんのほう，よもぎ
蜂,はちみつのはち，ほう
褒,ほめる，ほうびのほう
訪,ほうもんするのほう，おとずれる
豊,ほうさくのほう，ゆたか
邦,いほうじんのほう
鋒,きゅうせんぽうのほう，ほこさき
飽,あきる，ほうわのほう
鳳,ほうおうのおう，おおとり
鵬,おおとり，ほうゆうのほうにとり
乏,びんぼうのぼう，とぼしい
亡,ぼうめいするのぼう
傍,ぼうかんしゃのぼう，かたわら
剖,かいぼうするのぼう
坊,ぼうずのぼう
妨,ぼうがいするのぼう，さまたげる
帽,だつぼうするのぼう
忘,ぼうねんかいのぼう，わすれる
忙,いそがしい，たぼうのぼう
房,れいだんぼうのぼう
暴,ぼうりょくのぼう，あばれる
望,きぼうのぼう，のぞむ
某,なにがしのぼう
棒,てつぼうのぼう
冒,ぼうけんかのぼう
紡,ぼうせきのぼう，つむぐ
肪,しぼうぶんのぼう
膨,ぼうちょうするのぼう，ふくらむ
謀,いんぼうのぼう，はかる
貌,びぼうのぼう，かたち
貿,ぼうえきこうのぼう
鉾,かまぼこのほこ
防,よぼうするのぼう，ふせぐ
吠,ほえる，くちへんにいぬ
頬,ほおづえのほお
北,きたみなみのきた，ほく
僕,しもべ，こうぼくのぼく
卜,うらなう，ぼく
墨,ぼくじゅうのぼく，すみ
撲,だぼくのぼく
朴,そぼくなのぼく
牧,ぼくじょうのぼく
睦,しんぼくかいのぼく，むつまじいい
穆,のぎへんのぼく
釦,いふくのぼたん
勃,ぼっぱつするのぼつ
没,ちんぼつするのぼつ
殆,ほとんど
堀,ほりばたのほり
幌,ほろばしゃのほろ
奔,ほんそうするのほん
本,ほんもののほん，もと
翻,ほんやくするのほん
凡,へいぼんのぼん
盆,ぼんおどりのぼん
摩,まさつのま
磨,けんまするのま，みがく
魔,まほうのま
麻,ますいのま，あさ
埋,うめる，まいぼつするのまい
妹,いもうと，しまいのまい
昧,あいまいなのまい
枚,まいすうのまい
毎,まいにちのまい
哩,たんいのまいる，くちへんにさと
槙,しょくぶつのまき，きへんにまごころのま
幕,じまくのまく
膜,もうまくのまく
枕,まくら
鮪,まぐろ，さかなへんにある
柾,しょくぶつのまさき，きへんにただしい
鱒,ます，さかなへんにそんけいするのそん
桝,きへんのますのいたいじ
亦,せつぞくしのまた，へんかするのへんのうえがわ
俣,みなまたびょうのまた
又,またがしのまた
抹,まっちゃのまつ
末,ねんまつのまつ，すえ
沫,ほうまつのまつ，さんずいにすえ
迄,これまでのまで
侭,わがままのまま，にんべんにつくす
繭,まゆ，かいこのまゆ
麿,うたまろのまろ
万,まんねんひつのまん
慢,じまんするのまん
満,まんぞくのまん
漫,まんがのまん
蔓,まんえんするのまん，つる
味,いみのみ，あじ
未,みらいのみ
魅,みりょくのみ
巳,み，じゅうにしのみ
箕,のうぐのみ，たけかんむりにそ
岬,えりもみさきのみさき
密,ひみつのみつ
蜜,はちみつのみつ
湊,みなと，さんずいにかなでる
蓑,みのむしのみの
稔,みのる，のぎへんにざんねんのねん
脈,さんみゃくのみゃく
妙,きみょうなのみょう
粍,ながさのたんいのみりめーとる
民,こくみんのみん，たみ
眠,ねむる，すいみんのみん
務,ぎむのむ，つとめる
夢,ゆめ，むちゅうのむ
無,むりのむ，ない
牟,しゃかむにのむ，むのしたにうし
矛,むじゅんのむ，ほこ
霧,のうむのむ，きり
鵡,とりのおうむのむ
椋,むくどりのむく，きへんにきょうとのきょう
婿,はなむこのむこ
娘,ひとりむすめのむすめ
冥,めいふくをいのるのめい
名,なまえのな，めい
命,うんめいのめい，いのち
明,せつめいのめい，あかるい
盟,どうめいするのめい
迷,めいわくのめい，まよう
銘,めいがらのめい
鳴,ひめいをあげるのめい，なく
姪,おいめいのめい
牝,ひんばのひん，めす
滅,はめつするのめつ，ほろびる
免,めんきょのめん
棉,しょくぶつのわた，きへん
綿,わた，もめんのめん
緬,ちりめんのめん
面,じめんのめん
麺,めんるいのめん
摸,もしゃするのも，てへん
模,もけいのも
茂,はんものも，しげる
妄,こだいもうそうのもう
孟,こうしもうしのもう
毛,けいとのけ，うもうのもう
猛,もうしょのもう
盲,もうがっこうのもう
網,もうまくのもう，あみ
耗,しょうもうひんのもう
